_RAJ2000	_DEJ2000	_V	RAJ2000	DEJ2000	objID	f_objID	Qual	e_RAJ2000	e_DEJ2000	Epoch	Ns	Nd	gmag	e_gmag	gKmag	e_gKmag	gFlags	rmag	e_rmag	rKmag	e_rKmag	rFlags	imag	e_imag	iKmag	e_iKmag	iFlags	zmag	e_zmag	zKmag	e_zKmag	zFlags	ymag	e_ymag	yKmag	e_yKmag	yFlags
001.04090106000	+09.82047463000	VizieR	001.040901060	+09.820474630	119780010408885141	436527104	52	0.0443	0.0483	56243.354293980	4	13	 	 	 	 	16416	 	 	 	 	114720	21.5960	0.1225	20.9059	0.1733	16892216	20.8096	0.0583	20.7271	0.1460	115000	 	 	 	 	114720
001.02058134000	+09.82944624000	VizieR	001.020581340	+09.829446240	119790010205435850	436527104	52	0.0335	0.0310	56010.685092590	4	21	 	 	 	 	16416	21.8291	0.0375	21.7785	0.0642	115000	21.1653	0.0381	21.3650	0.0672	115000	20.8565	0.0790	21.0226	0.0985	115000	 	 	 	 	114720
001.03550242000	+09.81783442000	VizieR	001.035502420	+09.817834420	119780010355681892	436527104	52	0.0651	0.0625	56181.375370370	4	20	 	 	 	 	16416	21.8106	0.1765	21.6265	0.2679	115000	21.6581	0.0483	21.1855	0.0651	16892216	20.9935	0.1147	20.7141	0.1009	16892216	 	 	 	 	114720
000.99471191000	+09.82064190000	VizieR	000.994711910	+09.820641900	119780009946425423	268513280	32	0.0285	0.0285	56632.185462960	0	3	 	 	 	 	0	 	 	 	 	0	21.7182	0.3442	 	 	4120	 	 	 	 	0	17.2873	0.0242	17.8189	0.0583	16
000.99357766000	+09.82169725000	VizieR	000.993577660	+09.821697250	119780009935716586	444915712	53	0.0184	0.0199	55962.386226850	5	52	21.8273	0.0840	21.5526	0.0215	115000	21.1684	0.0402	20.7359	0.0604	16892216	20.7368	0.0435	20.3814	0.0442	16892216	20.4350	0.0456	20.0261	0.0615	16892216	19.8605	0.1436	19.4495	0.1770	16892216
000.99637460000	+09.82481990000	VizieR	000.996374600	+09.824819900	119790009964000253	444751872	53	0.0771	0.0771	56319.242256940	3	6	 	 	 	 	16416	 	 	 	 	16416	21.6874	0.0348	 	 	16892216	21.0703	0.1031	 	 	16892216	 	 	 	 	114720
000.98525920000	+09.82281811000	VizieR	000.985259200	+09.822818110	119780009851937902	436363264	52	0.0786	0.0786	55623.823761570	4	4	 	 	 	 	16416	 	 	 	 	114720	21.7356	0.0229	21.9195	0.0776	115000	20.9538	0.0125	20.8607	0.2635	114992	 	 	 	 	114720
001.00635269000	+09.82120160000	VizieR	001.006352690	+09.821201600	119780010063135984	436363264	52	0.0947	0.0947	55835.757777780	4	4	 	 	 	 	16416	 	 	 	 	114720	21.9632	0.1360	21.3606	0.2329	115000	 	 	 	 	114720	 	 	 	 	114720
000.99332712000	+09.80752705000	VizieR	000.993327120	+09.807527050	119760009933319559	302063616	36	0.1072	0.1072	56242.634247690	0	3	 	 	 	 	0	22.1457	0.1890	21.7841	0.2455	280	21.4543	0.1832	 	 	272	20.3202	0.1829	20.2890	0.3228	272	 	 	 	 	0
000.99952980000	+09.83013329000	VizieR	000.999529800	+09.830133290	119790009995106636	268959744	32	0.1477	0.1477	56743.546666670	0	3	 	 	 	 	0	 	 	 	 	0	21.3646	0.2143	22.6607	0.0062	4120	 	 	 	 	0	 	 	 	 	0
000.98220043000	+09.83239438000	VizieR	000.982200430	+09.832394380	119790009821619386	436527232	52	0.0226	0.0235	56092.330138890	4	26	 	 	 	 	16416	22.0923	0.2033	 	 	115000	21.0328	0.0366	21.1760	0.0892	115000	20.4673	0.1507	20.3470	0.0945	115000	19.9926	0.0280	19.6160	0.0791	115000
000.99093693000	+09.81137486000	VizieR	000.990936930	+09.811374860	119770009910414139	310697984	37	0.3533	0.2163	55524.232592590	0	8	 	 	 	 	0	21.6071	0.0621	20.7786	0.2189	16777496	21.1211	0.0920	20.4239	0.1045	16777496	20.0837	0.1362	19.6093	0.1564	16777496	19.5015	0.1689	19.3069	0.2776	280
000.98202058000	+09.82940229000	VizieR	000.982020580	+09.829402290	119790009820285839	436527104	52	0.0471	0.0450	56167.835451390	4	18	22.1210	0.0328	22.1772	0.0654	115000	21.7665	0.0532	21.6636	0.0025	115000	21.6117	0.1134	21.3786	0.1395	115000	21.1733	0.1851	20.5753	0.2269	16892216	 	 	 	 	16416
000.99907636000	+09.81219483000	VizieR	000.999076360	+09.812194830	119770009990695181	436527104	52	0.0233	0.0115	55926.283252310	5	53	21.1101	0.0321	21.1220	0.0645	115000	20.7286	0.0262	20.7896	0.0356	115000	20.5353	0.0287	20.6412	0.0469	115000	20.5577	0.0679	20.7084	0.0787	115000	19.9019	0.1723	19.7897	0.2554	115000
000.98598471000	+09.81246337000	VizieR	000.985984710	+09.812463370	119770009859605470	436527104	52	0.0104	0.0107	56049.645925930	5	54	 	 	 	 	114720	21.2261	0.0249	21.2914	0.0559	115000	20.1907	0.0195	20.2810	0.0683	115000	19.6839	0.0393	19.7595	0.0679	115000	19.3831	0.0801	19.0351	0.1575	115000
000.99096458000	+09.81149246000	VizieR	000.990964580	+09.811492460	119770009908364531	444915712	53	0.0430	0.0488	56251.635949070	5	30	22.1908	0.1864	21.8739	0.3147	115000	21.5105	0.0835	20.5079	0.0877	16892216	20.9552	0.0820	20.1369	0.0449	16892216	20.8371	0.2219	20.4627	0.0414	16892216	 	 	 	 	114720
000.99335234000	+09.80766726000	VizieR	000.993352340	+09.807667260	119760009932989907	436363264	52	0.0786	0.0786	55801.139259260	4	6	 	 	 	 	16416	22.1228	0.1765	21.9015	0.3212	16892216	21.7265	0.0635	21.6987	0.0960	115000	 	 	 	 	114720	 	 	 	 	114720
001.01918292000	+09.83955306000	VizieR	001.019182920	+09.839553060	119800010191567969	444751872	53	0.0779	0.0779	56257.864386570	4	5	 	 	 	 	114720	21.9192	0.0442	20.9236	0.0581	16892216	21.6779	0.1325	21.2927	0.1643	114992	 	 	 	 	114720	 	 	 	 	16416
001.00405577000	+09.84564338000	VizieR	001.004055770	+09.845643380	119810010040175228	310534144	37	0.0623	0.0623	55577.099166670	0	4	 	 	 	 	0	21.6022	0.0790	20.4619	0.0303	16777496	21.2068	0.1351	20.3634	0.1298	16777496	 	 	 	 	0	 	 	 	 	0
001.00434916000	+09.84510184000	VizieR	001.004349160	+09.845101840	119810010043494618	310534144	37	0.0521	0.0521	55476.195069440	0	5	 	 	 	 	0	21.1956	0.0000	20.2064	0.0000	16777496	20.9979	0.1398	19.8555	0.1182	16777496	20.7373	0.1534	19.7468	0.1539	16777496	 	 	 	 	0
001.01038743000	+09.85504513000	VizieR	001.010387430	+09.855045130	119820010104246511	444674048	53	0.1001	0.1001	55455.550069440	2	4	 	 	 	 	16416	 	 	 	 	114720	21.1959	0.1314	20.5364	0.1437	16892216	21.3091	0.2064	20.6623	0.1718	16797752	19.7116	0.1884	 	 	20536
001.02900920000	+09.84181263000	VizieR	001.029009200	+09.841812630	119810010289970733	436527104	52	0.0072	0.0049	56131.577754630	5	57	17.7199	0.0027	17.8003	0.0073	115000	17.3680	0.0036	17.4402	0.0032	115000	17.2115	0.0040	17.2909	0.0063	115000	17.1471	0.0069	17.2089	0.0099	115000	17.1147	0.0082	17.2278	0.0134	115000
001.02115230000	+09.83072351000	VizieR	001.021152300	+09.830723510	119790010211327389	503635968	60	0.0061	0.0092	56129.306469910	5	53	20.1513	0.0414	20.3532	0.0877	115000	18.9332	0.0092	19.0383	0.0092	115000	18.2909	0.0082	18.3796	0.0151	115000	17.9768	0.0093	18.0668	0.0037	115000	17.8106	0.0164	17.9474	0.0419	115000
001.02411868000	+09.83562578000	VizieR	001.024118680	+09.835625780	119800010241083272	444915712	53	0.0361	0.0296	56101.515949070	5	33	21.7215	0.1215	21.5751	0.0488	16892216	21.3110	0.0276	20.8335	0.0476	16892216	21.0267	0.0729	20.4706	0.1037	16892216	20.7560	0.0934	20.4463	0.0505	16892216	 	 	 	 	114720
001.02788156000	+09.84252517000	VizieR	001.027881560	+09.842525170	119810010278971573	268959744	32	0.1607	0.1607	55823.376932870	0	3	 	 	 	 	0	21.8751	0.0749	 	 	4120	21.9809	0.2922	 	 	4120	 	 	 	 	0	 	 	 	 	0
001.01581024000	+09.85357178000	VizieR	001.015810240	+09.853571780	119820010157434831	444915712	53	0.0309	0.0292	55946.854930560	5	42	 	 	 	 	114720	21.4991	0.0650	20.7642	0.0644	16892216	20.8479	0.0465	19.9958	0.0673	16892216	20.4572	0.0565	19.6915	0.0605	16892216	19.8207	0.1075	19.0967	0.1218	16892216
001.00932501000	+09.82288636000	VizieR	001.009325010	+09.822886360	119780010092898008	436527104	52	0.0562	0.0404	56063.293807870	4	17	22.0600	0.1716	21.6335	0.2571	16696	22.1064	0.1965	 	 	118840	21.4607	0.0780	21.1301	0.1386	115000	21.1111	0.0314	 	 	115000	 	 	 	 	114720
001.01387524000	+09.82903862000	VizieR	001.013875240	+09.829038620	119790010138745387	436527104	52	0.0506	0.0505	56020.528055560	4	11	 	 	 	 	16416	21.9765	0.1878	21.0261	0.1905	16892216	21.6576	0.1974	21.8526	0.0242	115000	21.2040	0.1125	20.8873	0.1730	115000	 	 	 	 	114720
001.02124523000	+09.83046500000	VizieR	001.021245230	+09.830465000	119790010213237115	268959744	32	0.0852	0.0852	56073.357418980	0	3	21.7753	0.1433	21.5757	0.1329	4120	21.3867	0.3176	 	 	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.99353488000	+09.84188909000	VizieR	000.993534880	+09.841889090	119810009935290860	503635968	60	0.0053	0.0056	55907.388680560	5	73	17.3770	0.0057	17.4320	0.0035	115000	16.6257	0.0032	16.6891	0.0034	115000	16.2893	0.0027	16.3474	0.0050	115000	16.1515	0.0052	16.1927	0.0047	115000	16.0269	0.0043	16.0921	0.0072	115000
001.00489866000	+09.83288234000	VizieR	001.004898660	+09.832882340	119800010048600010	436527104	52	0.0067	0.0037	56050.850729170	5	56	21.4675	0.0634	21.3877	0.0542	115000	20.2095	0.0141	20.3172	0.0269	115000	19.0832	0.0044	19.3023	0.0338	115000	18.5627	0.0112	18.6972	0.0230	115000	18.2750	0.0199	18.3201	0.0257	115000
001.00630758000	+09.83294441000	VizieR	001.006307580	+09.832944410	119800010062760074	503635968	60	0.0091	0.0086	56164.607569440	5	58	21.0337	0.0431	21.1202	0.0542	115000	19.6880	0.0107	19.7734	0.0091	115000	18.3088	0.0065	18.4286	0.0177	115000	17.6824	0.0083	17.7766	0.0124	115000	17.3957	0.0082	17.4916	0.0258	115000
001.02516465000	+09.84439354000	VizieR	001.025164650	+09.844393540	119810010251353848	436527104	52	0.0134	0.0076	55979.646793980	5	52	21.7981	0.0965	 	 	115000	20.4039	0.0219	20.5219	0.0617	115000	19.5189	0.0318	19.6714	0.0364	115000	19.1097	0.0230	19.2145	0.0253	115000	18.8788	0.0305	18.9475	0.0850	115000
001.00976746000	+09.83359412000	VizieR	001.009767460	+09.833594120	119800010096990836	444915840	53	0.0283	0.0273	56021.119687500	5	28	22.1725	0.1955	 	 	115000	21.3558	0.0641	21.0689	0.0427	16892216	21.1802	0.1105	20.9694	0.2052	16892216	20.7855	0.1164	20.5719	0.1595	115000	 	 	 	 	114720
001.00427211000	+09.84544093000	VizieR	001.004272110	+09.845440930	119810010043225197	444915712	53	0.0476	0.0663	55926.072708330	5	28	 	 	 	 	114720	21.5886	0.0579	20.5952	0.0654	16892216	21.3096	0.0512	20.4607	0.0204	16892216	21.1004	0.0018	20.1041	0.1041	16892216	20.1704	0.1900	19.6875	0.2397	16892216
001.02297727000	+09.83995961000	VizieR	001.022977270	+09.839959610	119800010230498323	436527104	52	0.0650	0.0724	55964.530763890	3	9	 	 	 	 	16416	22.0333	0.1635	22.0498	0.2571	115000	21.1306	0.0521	21.0850	0.2368	115000	20.9602	0.1687	 	 	114992	 	 	 	 	16416
001.06437047000	+09.84245620000	VizieR	001.064370470	+09.842456200	119810010643611487	444915712	53	0.0126	0.0153	55996.978923610	5	41	21.4083	0.0569	21.0114	0.1486	16892216	20.7783	0.0364	20.2013	0.0398	16892216	20.3086	0.0807	19.9480	0.0543	16892216	20.0919	0.0481	19.6047	0.1801	16892216	19.8725	0.1041	 	 	115000
001.05509547000	+09.84078928000	VizieR	001.055095470	+09.840789280	119800010550549624	268959744	32	0.1240	0.1240	56914.407013890	0	3	 	 	 	 	0	 	 	 	 	0	21.6272	0.0687	 	 	4120	 	 	 	 	0	 	 	 	 	0
001.05727581000	+09.84782390000	VizieR	001.057275810	+09.847823900	119810010572667915	444915712	53	0.0113	0.0166	56162.445671300	5	48	21.6569	0.0468	21.3004	0.2135	115000	20.1612	0.0118	19.9034	0.0259	16892216	19.4651	0.0177	19.2232	0.0330	16892216	19.1806	0.0378	18.8637	0.0445	16892216	18.9579	0.0332	18.8270	0.0519	115000
001.04418195000	+09.84904912000	VizieR	001.044181950	+09.849049120	119810010441819411	436527104	52	0.0253	0.0209	56050.110763890	5	41	21.7787	0.1015	21.4823	0.2322	115000	21.0790	0.0310	20.9444	0.0622	115000	20.6057	0.0160	20.4825	0.0608	16892216	20.3105	0.0778	20.2481	0.0133	16892216	19.8019	0.0722	19.9873	0.0324	115000
001.05871593000	+09.83372893000	VizieR	001.058715930	+09.833728930	119800010586750950	436527104	52	0.0977	0.0685	56281.802905090	3	9	 	 	 	 	16416	 	 	 	 	114720	21.4465	0.0939	21.2398	0.1308	115000	21.0686	0.0784	21.1389	0.1541	115000	 	 	 	 	16416
001.04429734000	+09.83949236000	VizieR	001.044297340	+09.839492360	119800010444437964	436285440	52	0.1262	0.1262	56395.208993060	3	3	 	 	 	 	16416	21.6028	0.1826	21.4486	0.3137	114992	21.4459	0.1735	21.4362	0.2474	114992	 	 	 	 	114720	 	 	 	 	16416
001.04797636000	+09.83929114000	VizieR	001.047976360	+09.839291140	119800010479357760	444915712	53	0.1686	0.1274	56327.084305560	4	9	 	 	 	 	16416	 	 	 	 	114720	21.4323	0.1216	21.1801	0.2118	16892216	20.9207	0.0675	20.2087	0.2247	16892216	 	 	 	 	114720
001.06046330000	+09.83989033000	VizieR	001.060463300	+09.839890330	119800010604118355	503635968	60	0.0056	0.0062	55967.642581020	5	60	19.3287	0.0143	19.4242	0.0397	115000	18.1209	0.0041	18.1759	0.0261	115000	16.6826	0.0060	16.7381	0.0293	115000	16.0168	0.0035	16.0889	0.0100	115000	15.7042	0.0040	15.7083	0.0078	115000
001.05582901000	+09.82255681000	VizieR	001.055829010	+09.822556810	119780010557877598	503635968	60	0.0088	0.0041	56033.858692130	5	59	19.8218	0.0096	19.8626	0.0475	115000	18.5940	0.0055	18.6696	0.0128	115000	17.4244	0.0031	17.4937	0.0058	115000	16.8960	0.0065	16.9651	0.0073	115000	16.6256	0.0057	16.7384	0.0188	115000
001.07332339000	+09.83769388000	VizieR	001.073323390	+09.837693880	119800010733305613	436527104	52	0.0354	0.0376	56157.471574070	4	16	 	 	 	 	16416	22.0715	0.0883	21.8944	0.3181	115000	21.3479	0.0374	21.2408	0.0566	115000	21.0020	0.0280	20.6460	0.1304	16892216	 	 	 	 	114720
001.06662731000	+09.84717910000	VizieR	001.066627310	+09.847179100	119810010666387098	436527104	52	0.0360	0.0362	55925.037627310	4	18	 	 	 	 	16416	21.7944	0.0585	21.3729	0.1919	16892216	21.2981	0.0656	21.1943	0.1448	115000	20.9579	0.2359	 	 	115256	 	 	 	 	114720
001.05653243000	+09.83568732000	VizieR	001.056532430	+09.835687320	119800010565073336	444915712	53	0.0358	0.0366	56347.279907410	4	17	 	 	 	 	16416	22.1916	0.1891	21.6354	0.2376	16892216	21.2017	0.0880	20.8260	0.1005	16892216	20.8593	0.0324	20.7817	0.1047	115000	 	 	 	 	114720
001.05815313000	+09.84184625000	VizieR	001.058153130	+09.841846250	119810010580880605	503635968	60	0.0913	0.0557	56011.432349540	4	55	13.4704	0.0018	13.5203	0.0001	115000	12.9280	 	 	 	114724	12.6210	 	 	 	16420	12.4460	 	 	 	114724	12.3404	0.0015	12.3645	0.0057	115000
001.06467437000	+09.86616491000	VizieR	001.064674370	+09.866164910	119830010646729989	436281344	52	0.1065	0.1065	55970.619131940	3	3	 	 	 	 	16416	 	 	 	 	16416	21.7422	0.0051	21.6133	0.1244	115000	 	 	 	 	114720	 	 	 	 	114720
001.08106634000	+09.87087706000	VizieR	001.081066340	+09.870877060	119840010810595710	444915712	53	0.0867	0.1113	56036.901828700	5	15	22.1284	0.1819	21.2788	0.1897	16892216	22.1344	0.1819	21.5098	0.0660	115000	21.2656	0.0971	20.8031	0.1836	16892216	21.0175	0.0291	20.3118	0.0328	16892216	 	 	 	 	114720
001.08848375000	+09.85998751000	VizieR	001.088483750	+09.859987510	119830010884582509	436281344	52	0.0953	0.0953	56119.272789350	3	5	 	 	 	 	16416	22.0888	0.2318	 	 	118840	21.4693	0.1865	21.2756	0.1244	16892216	 	 	 	 	114720	 	 	 	 	16416
001.07040434000	+09.86658621000	VizieR	001.070404340	+09.866586210	119840010703660443	436527104	52	0.0134	0.0078	56040.168495370	5	53	21.7224	0.0711	21.9129	0.1329	115000	20.6264	0.0194	20.6131	0.0398	115000	19.8349	0.0162	19.9158	0.0795	115000	19.4563	0.0076	19.3896	0.0409	115000	19.1104	0.0367	19.0725	0.0885	115000
001.07992836000	+09.85959530000	VizieR	001.079928360	+09.859595300	119830010798962006	444751872	53	0.0813	0.0813	55687.670150460	3	4	 	 	 	 	16416	22.0165	0.1596	21.4755	0.2951	115000	21.7232	0.1747	21.2906	0.1561	16892216	 	 	 	 	114720	 	 	 	 	16416
001.08459178000	+09.85220168000	VizieR	001.084591780	+09.852201680	119820010845983195	444915712	53	0.0299	0.0361	56029.037106480	4	22	 	 	 	 	16416	21.7326	0.0509	20.9754	0.0665	16892216	21.0645	0.0769	20.6036	0.0742	16892216	20.7309	0.0684	20.2752	0.1078	16892216	 	 	 	 	114720
001.07450395000	+09.85399629000	VizieR	001.074503950	+09.853996290	119820010744335425	444751872	53	0.0645	0.0645	56010.082847220	4	6	 	 	 	 	16416	 	 	 	 	114720	21.6058	0.1305	20.6115	0.1108	16892216	20.9084	0.2311	20.0826	0.3004	16892216	 	 	 	 	114720
001.09499175000	+09.86060359000	VizieR	001.094991750	+09.860603590	119830010950003211	436527104	52	0.0450	0.0391	55782.870763890	4	20	21.9369	0.0579	21.9761	0.2065	115000	21.8416	0.0529	21.8932	0.0886	115000	21.4786	0.0898	21.4316	0.0914	115000	 	 	 	 	114720	 	 	 	 	16416
001.06200655000	+09.86461788000	VizieR	001.062006550	+09.864617880	119830010621117883	436281344	52	0.0994	0.0994	55474.941701390	3	4	 	 	 	 	16416	22.2029	0.1991	 	 	118840	22.0636	0.0291	21.6533	0.0413	16892216	 	 	 	 	114720	 	 	 	 	16416
001.08502238000	+09.85289564000	VizieR	001.085022380	+09.852895640	119820010850004043	444915712	53	0.0526	0.0551	55864.745138890	4	13	 	 	 	 	16416	21.5981	0.0840	20.6554	0.1877	115000	21.4013	0.1265	21.0826	0.1244	115000	20.9740	0.0000	 	 	16892216	20.0596	0.1757	19.4195	0.1891	16892216
001.08165990000	+09.84712113000	VizieR	001.081659900	+09.847121130	119810010816037001	436527104	52	0.0177	0.0181	56160.795335650	4	33	 	 	 	 	16416	21.9220	0.1056	 	 	115000	20.7404	0.0436	20.7954	0.0520	115000	20.0606	0.0299	20.0920	0.0482	115000	19.5567	0.0705	19.5848	0.0847	115000
001.07244598000	+09.84990684000	VizieR	001.072445980	+09.849906840	119820010724660525	444751872	53	0.0685	0.0685	55760.660497690	3	6	 	 	 	 	16416	21.9817	0.0427	21.0714	0.1695	16892216	21.7334	0.1760	20.5765	0.1665	16892208	21.2177	0.1882	20.0068	0.1502	16793912	 	 	 	 	114720
001.08316941000	+09.85586698000	VizieR	001.083169410	+09.855866980	119820010831447619	436527104	52	0.0357	0.0370	55904.593587960	5	18	22.0754	0.1684	22.3063	0.2998	115000	21.6426	0.0944	21.4069	0.1096	115000	21.4319	0.0943	21.4601	0.1344	115000	21.0874	0.0494	20.8081	0.1451	115000	 	 	 	 	114720
001.07635944000	+09.86542346000	VizieR	001.076359440	+09.865423460	119830010763849257	444915712	53	0.0332	0.0400	56148.761111110	5	26	 	 	 	 	114720	21.6435	0.1072	20.2809	0.2842	16892216	21.0112	0.0766	20.5996	0.0689	16892216	20.5872	0.1803	19.9713	0.1283	16892216	19.9743	0.0131	19.5379	0.1525	115000
001.08827663000	+09.85263095000	VizieR	001.088276630	+09.852630950	119820010882803747	444915712	53	0.0504	0.0598	56100.757569440	4	22	 	 	 	 	16416	21.7216	0.0860	21.0897	0.0548	16892216	21.1164	0.0919	20.6204	0.1141	16892216	20.8669	0.0615	19.8213	0.0627	16892216	19.6291	0.1216	18.7034	0.1212	16892216
001.07874759000	+09.86557644000	VizieR	001.078747590	+09.865576440	119830010787119171	436527104	52	0.0268	0.0282	56152.499432870	4	25	 	 	 	 	16416	22.0662	0.0682	21.8540	0.0907	115000	21.2187	0.0527	21.1425	0.0881	115000	20.6660	0.1002	20.4409	0.1740	115000	19.8679	0.1003	20.0588	0.3022	115000
001.02117476000	+09.86639720000	VizieR	001.021174760	+09.866397200	119840010211610221	436527104	52	0.0503	0.0529	55923.642106480	4	11	22.1450	0.1862	21.8399	0.3100	115000	21.8525	0.0519	22.0844	0.0393	115000	21.7117	0.0054	21.7252	0.2315	115000	21.2463	0.2008	 	 	115000	 	 	 	 	16416
001.03077121000	+09.86799557000	VizieR	001.030771210	+09.867995570	119840010307672147	444915712	53	0.0111	0.0113	56018.163194440	5	68	20.8927	0.0564	20.5236	0.0559	16892216	19.8814	0.0191	19.4208	0.0160	16892216	19.4268	0.0338	18.8991	0.0179	16892216	19.1602	0.0408	18.6377	0.0261	16892216	18.9465	0.0299	18.3684	0.0403	16892216
001.02591490000	+09.86284763000	VizieR	001.025914900	+09.862847630	119830010258995943	436527104	52	0.0607	0.0691	56107.640150460	3	9	 	 	 	 	16416	 	 	 	 	16416	21.8640	0.0398	 	 	115000	21.1399	0.1163	21.3791	0.2517	115000	 	 	 	 	114720
001.03337546000	+09.85225258000	VizieR	001.033375460	+09.852252580	119820010334463182	444669952	53	0.0988	0.0988	55629.290833330	3	3	 	 	 	 	16416	21.5694	0.1697	20.8321	0.1758	16892216	22.0637	0.1832	22.0804	0.2648	115000	20.8058	0.1607	20.3790	0.2394	16892464	 	 	 	 	16416
001.02902390000	+09.85293334000	VizieR	001.029023900	+09.852933340	119820010290634001	444915712	53	0.0342	0.0343	55978.788958330	5	36	22.0435	0.0674	21.6513	0.2847	115000	21.6485	0.0606	21.4473	0.0722	115000	20.9407	0.0647	20.5984	0.0774	16892216	20.7602	0.0485	20.3298	0.0657	16892216	19.6075	0.1997	 	 	118840
001.01775382000	+09.85318182000	VizieR	001.017753820	+09.853181820	119820010177474379	436527104	52	0.0198	0.0207	55877.048935190	5	41	21.8632	0.0394	21.8760	0.2352	115000	21.3728	0.0362	21.3764	0.0627	115000	21.1673	0.0689	21.3575	0.1616	115000	21.0511	0.0112	20.8609	0.0732	115000	19.9687	0.1528	19.0299	0.1603	16892472
001.04719530000	+09.85775980000	VizieR	001.047195300	+09.857759800	119820010471949848	503635968	60	0.0081	0.0064	55977.414918980	5	64	17.4576	0.0077	17.5101	0.0072	115000	16.6954	0.0023	16.7511	0.0022	115000	16.4006	0.0029	16.4590	0.0048	115000	16.2764	0.0051	16.3364	0.0044	115000	16.1656	0.0069	16.2556	0.0107	115000
001.04009062000	+09.85381291000	VizieR	001.040090620	+09.853812910	119820010400965134	436527104	52	0.0797	0.1368	55971.680162040	4	14	 	 	 	 	114720	21.6888	0.0940	21.2449	0.1111	115000	21.6108	0.1537	20.8863	0.1845	16892216	 	 	 	 	114720	 	 	 	 	16416
001.01727949000	+09.86418478000	VizieR	001.017279490	+09.864184780	119830010171957575	436281344	52	0.0922	0.0922	55565.642743060	4	3	 	 	 	 	114720	 	 	 	 	114720	21.8528	0.0015	21.6903	0.2461	115000	 	 	 	 	114720	 	 	 	 	16416
001.04556217000	+09.85431248000	VizieR	001.045562170	+09.854312480	119820010455105722	444915712	53	0.0456	0.0443	56051.601261570	4	18	 	 	 	 	16416	21.6788	0.1605	21.6485	0.2219	114992	21.4358	0.0505	20.6184	0.1229	16892216	20.8147	0.0110	20.0958	0.0874	16892216	 	 	 	 	114720
001.04006166000	+09.85388913000	VizieR	001.040061660	+09.853889130	119820010399605484	302145536	36	0.0601	0.0601	56074.103148150	0	6	 	 	 	 	0	21.7892	0.0876	21.3842	0.1105	16777496	21.3023	0.1120	 	 	280	 	 	 	 	0	 	 	 	 	0
001.02689439000	+09.85406467000	VizieR	001.026894390	+09.854064670	119820010268945424	444915712	53	0.0226	0.0155	55915.278726850	5	53	21.8743	0.2106	21.3958	0.2611	115000	20.7969	0.0380	20.4520	0.0323	16892216	20.2942	0.0669	19.8641	0.0321	16892216	19.9613	0.0350	19.5715	0.0357	16892216	19.4801	0.0567	19.0758	0.1036	16892216
001.03809717000	+09.85352392000	VizieR	001.038097170	+09.853523920	119820010383454555	1384198144	165	0.0711	0.0711	55895.206111110	1	3	 	 	 	 	16416	 	 	 	 	16416	 	 	 	 	16416	20.2648	0.0232	19.6327	0.0731	16892464	20.2129	0.2551	 	 	20536
